"sid","recommend_mode"
"427919","7"
"1121210","2"
"2066468","5"
"2062845","7"
"1136751","1"
"2045297","1"
"1261744","1"
"2066441","2"
"1398996","2"
"1419447","2"
"1129687","9"
"1272503","1"
"1416475","9"
"1446102","2"
"2043955","5"
"1253011","1"
"420953","9"
"1144132","7"
"1348973","2"
"1426551","2"
"1430806","2"
"1365855","1"
"443077","7"
"459100","2"
"1435694","2"
"1421199","9"
"470672","2"
"2041924","2"
"1364713","2"
"1372343","2"
"1245325","2"
"1109603","2"
"1121250","7"
"2079357","1"
"465391","2"
"1386429","2"
"1445999","2"
"1256891","2"
"1264762","2"
"1399500","1"
"449192","9"
"2048777","7"
"1419787","2"
"1272783","7"
"1376605","2"
"1346539","5"
"1404697","5"
"438292","2"
"464507","2"
"1280589","5"
"1376327","2"
"1345136","2"
"2035549","9"
"1397509","2"
"1412043","1"
"1118576","2"
"461489","2"
"1342190","2"
"1366053","2"
"1271415","1"
"1342214","9"
"1416075","2"
"1360169","2"
"1366422","2"
"1341049","1"
"1407107","7"
"1107921","1"
"1246071","9"
"2064680","2"
"1448427","2"
"1434209","2"
"1259041","7"
"1341244","2"
"1131954","7"
"1401666","5"
"1127479","2"
"1377938","2"
"1126829","2"
"1388580","2"
"2063160","7"
"466877","1"
"1336117","7"
"1281431","1"
"1123296","7"
"1403493","2"
"437122","9"
"461562","2"
"2059022","1"
"2055458","1"
"1429285","1"
"1346112","2"
"469627","9"
"428923","9"
"1242597","2"
"1136254","5"
"1410363","2"
"1271925","2"
"1361503","7"
"2066567","2"
"1262115","7"
"1133383","7"
"1253951","2"
"1269145","5"
"428915","1"
"2054056","9"
"439307","2"
"1243698","1"
"1245858","1"
"1143220","9"
"1120424","7"
"1377223","2"
"455717","1"
"1350181","1"
"441969","9"
"1391165","2"
"432431","2"
"1269987","2"
"1383508","7"
"1367843","2"
"1276281","7"
"1260046","2"
"1376445","5"
"1267770","2"
"1346498","2"
"449699","9"
"459503","2"
"432926","1"
"1114251","1"
"1377741","2"
"2070944","2"
"1337534","7"
"424980","7"
"1134437","7"
"433448","1"
"1414552","2"
"1410283","7"
"1256181","9"
"1425378","1"
"1449071","7"
"2067628","2"
"1398089","2"
"1430477","2"
"1404579","2"
"1251201","1"
"1264226","2"
"1438165","2"
"1371273","7"
"1347976","2"
"1393349","2"
"1264262","2"
"1134580","5"
"1112928","2"
"1125227","2"
"1400476","2"
"1271837","2"
"1418818","9"
"1275848","1"
"1284727","2"
"1412021","1"
"1116759","1"
"1425173","2"
"1343297","7"
"1260452","2"
"451315","7"
"1273202","7"
"1335329","2"
"1368717","2"
"2061320","1"
"2036100","9"
"1391227","2"
"1399658","7"
"1264333","1"
"1140149","2"
"1116882","5"
"1385077","7"
"1398887","5"
"1364017","1"
"1403231","5"
"1131688","7"
"1412274","7"
"1359452","2"
"1141377","7"
"1123363","2"
"1343659","2"
"1141807","7"
"1116888","2"
"434222","2"
"427189","5"
"1259932","2"
"429740","1"
"1256568","1"
"460989","2"
"1262723","5"
"1116460","1"
"1275562","2"
"1262429","7"
"1110998","7"
"465764","2"
"1428642","7"
"1245494","2"
"1377107","5"
"1281049","9"
"1279652","2"
"1372987","9"
"1124333","2"
"1421159","7"
"1251021","7"
"1337384","7"
"1428785","9"
"1390400","2"
"1413928","2"
"2080703","5"
"1390794","9"
"1329658","7"
"1388877","2"
"1408110","7"
"1273516","2"
"1267666","2"
"1344892","2"
"1126620","7"
"1124960","2"
"1120137","1"
"1341952","7"
"460853","1"
"2070974","7"
"464290","7"
"1333394","9"
"1341754","2"
"2040621","2"
"433466","2"
"1127231","1"
"1282915","2"
"437853","2"
"1131309","1"
"1396935","7"
"2041449","7"
"1276195","2"
"460303","9"
"1420459","5"
"1420786","2"
"1356230","2"
"1445453","5"
"421861","7"
"428880","1"
"1413815","7"
"1397049","2"
"422463","2"
"1378028","1"
"437361","5"
"1391136","1"
"1141870","5"
"1248734","2"
"1255531","1"
"1145200","2"
"1367180","2"
"452684","7"
"1264140","5"
"1416858","5"
"459747","2"
"1412053","1"
"1249257","9"
"1396761","7"
"425877","2"
"1361960","7"
"1387805","1"
"1119428","2"
"1433468","9"
"423677","2"
"1415643","2"
"469433","9"
"1379630","2"
"1252619","5"
"1276797","7"
"1269678","2"
"1126543","2"
"1396411","2"
"1442602","2"
"1396196","1"
"1132597","7"
"1379268","1"
"1380591","1"
"1399041","2"
"471571","5"
"1399287","2"
"1364295","2"
"1422541","9"
"445932","2"
"1356046","7"
"1431563","9"
"1396338","7"
"1430514","9"
"422447","9"
"1372382","9"
"2063306","2"
"444505","9"
"1112543","9"
"1427220","7"
"420746","7"
"1338840","2"
"1384327","7"
"1256941","1"
"1256776","2"
"2039907","1"
"1420294","2"
"1106573","9"
"1128523","2"
"1419496","1"
"1448339","1"
"1353265","0"
"1333237","2"
"1395210","7"
"1364894","2"
"1280356","2"
"1359268","2"
"1112568","2"
"1427748","2"
"1365560","5"
"1276403","1"
"2073906","2"
"1357530","7"
"1386378","7"
"1246941","2"
"1251258","2"
"458845","2"
"1342384","7"
"1386681","2"
"1259544","2"
"1392414","9"
"1271226","2"
"2043221","7"
"420627","5"
"1390922","2"
"1348634","7"
"437616","2"
"1399659","2"
"1123242","7"
"440353","1"
"458561","5"
"2037078","2"
"1414304","1"
"437146","1"
"434083","7"
"1248446","2"
"1270602","1"
"441345","2"
"428803","7"
"1284656","7"
"1138605","9"
"1429689","2"
"1248313","2"
"1268091","2"
"448624","7"
"1256404","1"
"435865","2"
"1365853","7"
"1379690","5"
"1276299","2"
"1141114","2"
"1416939","2"
"1340627","2"
"1280465","2"
"441468","9"
"1423689","5"
"1430159","2"
"1329359","9"
"453824","2"
"1437344","5"
"1246103","2"
"2044471","2"
"425135","7"
"1270181","7"
"1347150","2"
"2063216","9"
"2052126","9"
"1355199","1"
"1243547","7"
"1346011","7"
"453305","1"
"2060259","2"
"1144164","9"
"1261768","1"
"1387111","2"
"450640","7"
"2060671","9"
"1407736","2"
"1435033","1"
"1395327","2"
"1266661","9"
"1111453","5"
"1143272","7"
"466381","7"
"1111170","2"
"1121451","5"
"2042390","2"
"1127632","9"
"1385389","7"
"427397","7"
"1128645","2"
"1403068","2"
"1140441","2"
"1358909","5"
"1401008","2"
"1376486","1"
"1383293","9"
"458665","2"
"1146179","9"
"1120041","9"
"1332753","2"
"1107509","9"
"1275208","2"
"1389882","9"
"434305","5"
"2077897","9"
"1245876","7"
"1334686","2"
"1444487","2"
"1436078","1"
"1256278","2"
"2074556","2"
"1271876","1"
"1263402","1"
"452505","5"
"470816","2"
"1275762","7"
"1423410","1"
"1356855","9"
"447162","2"
"1141343","7"
"428216","2"
"1418054","1"
"1135593","2"
"1254081","2"
"457203","7"
"1272903","2"
"1265331","1"
"1360111","2"
"1399728","1"
"1349283","2"
"469640","7"
"1400348","2"
"1442178","9"
"1406553","5"
"1351246","9"
"1265137","7"
"1415537","9"
"1444758","9"
"1349727","9"
"2080982","7"
"1246205","7"
"1426664","7"
"1441588","2"
"1425611","5"
"1282875","5"
"469906","1"
"1363625","2"
"1245911","2"
"2044965","1"
"460542","7"
"1124451","2"
"1262155","7"
"1110242","7"
"1430813","2"
"1354474","2"
"1386980","2"
"430543","1"
"1122705","7"
"1126030","1"
"1421666","9"
"1376707","1"
"1433756","2"
"1145290","2"
"1279015","5"
"1374229","7"
"1358254","2"
"427906","7"
"1137686","7"
"1422563","2"
"1270600","7"
"1444290","2"
"1390596","2"
"1131847","2"
"454588","1"
"1409255","2"
"1446085","9"
"1281733","5"
"1394723","2"
"1400585","9"
"1428367","9"
"1446390","2"
"1281160","9"
"1445822","7"
"1378642","9"
"2076319","2"
"2079009","2"
"1354832","1"
"1343602","7"
"1391603","7"
"2052403","2"
"1275608","2"
"1377093","9"
"2077135","2"
"1394183","2"
"434794","1"
"1279183","7"
"1374218","7"
"459666","2"
"423810","7"
"1348540","9"
"1414319","9"
"471538","1"
"1275422","7"
"1263876","7"
"1114141","5"
"1136259","2"
"1435540","2"
"1265377","7"
"1144655","7"
"1436877","1"
"437930","2"
"1385684","2"
"1409139","2"
"1440009","9"
"1108407","1"
"1375106","2"
"1271658","9"
"1448119","2"
"1341537","7"
"449188","2"
"427672","1"
"445531","5"
"1362000","2"
"1133282","2"
"1409367","2"
"1106494","9"
"428424","5"
"433835","1"
"1347838","2"
"1283331","1"
"442042","2"
"1400741","1"
"1413742","1"
"428413","7"
"1446272","7"
"1145073","2"
"420888","7"
"445498","7"
"449158","2"
"1441059","9"
"1110835","7"
"1276172","2"
"1421175","1"
"1384190","1"
"1342768","5"
"2046340","7"
"1355060","1"
"454076","9"
"1333430","1"
"1353385","2"
"1435632","2"
"1406212","2"
"1260747","2"
"1351719","2"
"1430181","9"
"421700","7"
"1257067","2"
"1107413","2"
"2055234","7"
"1379124","5"
"1415465","2"
"1444011","9"
"1425244","5"
"1136354","1"
"1364228","2"
"1276540","7"
"1373700","2"
"1244727","9"
"1428992","2"
"1266090","2"
"1130784","5"
"1403079","1"
"458532","1"
"1387276","1"
"1376072","2"
"1441009","7"
"1411095","1"
"1247328","7"
"444780","1"
"1412272","1"
"2049907","1"
"1436210","7"
"1108639","2"
"1127249","2"
"440160","9"
"1381873","7"
"425188","2"
"1408948","1"
"460993","7"
"1140750","2"
"1391478","2"
"1358364","5"
"1248777","2"
"1371672","9"
"1280526","9"
"1369249","5"
"1442359","7"
"1254611","7"
"2058682","9"
"1402415","7"
"428482","1"
"437618","1"
"1257959","2"
"1441107","2"
"1405210","1"
"442048","5"
"1375085","2"
"2062724","2"
"1369683","1"
"464639","1"
"445125","2"
"2042585","9"
"2042431","2"
"1127344","5"
"1419139","1"
"1351315","1"
"2047982","5"
"1121983","5"
"2040561","2"
"1379829","2"
"2073117","2"
"1127886","2"
"425582","2"
"1120024","7"
"425862","7"
"1256612","1"
"1369678","9"
"1349291","9"
"1329601","2"
"2040652","2"
"1134632","9"
"1400900","2"
"1120030","2"
"1279446","7"
"465284","1"
"2075909","7"
"1285230","2"
"1371566","2"
"1140201","5"
"428233","2"
"1388105","7"
"1122235","7"
"1252097","1"
"2046744","1"
"1345922","1"
"1140950","7"
"1438422","5"
"1349320","1"
"471338","2"
"1110996","2"
"1114474","1"
"1341275","1"
"2067620","2"
"440123","5"
"451480","1"
"1389293","1"
"1378786","2"
"1334233","1"
"1445755","9"
"1445203","7"
"1284195","9"
"454678","1"
"1425412","2"
"438170","1"
"1365015","2"
"1284339","2"
"1424289","5"
"1115753","9"
"1426565","1"
"1391695","9"
"2042221","2"
"1366824","5"
"471119","7"
"1124888","9"
"1130924","2"
"466649","1"
"443688","7"
"1419926","1"
"1369758","2"
"1112872","2"
"1242625","7"
"1359122","7"
"1426361","5"
"1422625","1"
"447000","1"
"1356956","2"
"1341641","2"
"1425624","7"
"1415444","7"
"1343446","2"
"1138813","2"
"1350234","2"
"1424168","5"
"1138947","5"
"1409626","2"
"1108383","1"
"1134450","1"
"431080","5"
"1250498","1"
"1429200","1"
"2055965","2"
"457698","7"
"1371741","2"
"1434915","1"
"425097","2"
"450929","7"
"1330672","1"
"1361761","7"
"1256371","2"
"1363117","9"
"1394258","2"
"1438333","1"
"1417095","1"
"1142648","5"
"1113804","2"
"1376415","1"
"436394","5"
"2048600","2"
"1268235","7"
"1135310","2"
"457097","1"
"1367313","1"
"1440356","7"
"2043924","2"
"1135148","5"
"1394840","1"
"1373954","2"
"1276321","5"
"445736","9"
"1271399","2"
"1354445","2"
"2059055","2"
"1252225","1"
"1417479","1"
"452779","2"
"1130298","9"
"1269073","2"
"1420726","9"
"1282700","2"
"2075865","7"
"1269124","2"
"438285","1"
"463847","2"
"1279651","1"
"1339812","2"
"2042575","2"
"2075368","1"
"1343030","7"
"1438115","7"
"447669","2"
"423281","1"
"1248958","2"
"452880","5"
"1274946","2"
"1271375","1"
"1348826","7"
"1278603","1"
"1377186","9"
"1351333","7"
"1251255","2"
"1364888","2"
"2045886","2"
"445066","1"
"1249513","6"
"443643","9"
"1384872","1"
"1398455","1"
"2073365","2"
"1412397","7"
"1258975","2"
"2071910","7"
"1126730","2"
"1379387","2"
"460161","2"
"1114536","2"
"1265829","1"
"459518","2"
"1259590","1"
"1117121","1"
"427102","1"
"1389835","1"
"1341789","7"
"1266261","2"
"1440393","7"
"1380521","2"
"1140402","2"
"1353367","2"
"435201","2"
"436565","2"
"1427617","2"
"463223","7"
"2057011","7"
"427036","7"
"1119327","7"
"1259786","1"
"1281262","9"
"1410092","2"
"441342","9"
"1340181","1"
"1354271","1"
"1366220","2"
"1384520","2"
"2062082","1"
"1355810","1"
"442225","1"
"1397285","2"
"2071991","2"
"2065318","5"
"2069261","1"
"1340214","7"
"1365020","7"
"1386251","2"
"1371557","2"
"1246975","1"
"2055015","2"
"1280523","2"
"1119854","7"
"1247419","7"
"1263726","2"
"1266357","7"
"1442065","2"
"1344362","2"
"1143103","2"
"1444331","7"
"1269354","5"
"1356861","7"
"1410660","2"
"1145789","9"
"1266106","2"
"1341324","1"
"1411699","2"
"1268494","2"
"1122229","1"
"1119196","7"
"1335701","2"
"1334236","7"
"460380","5"
"1446163","7"
"1428810","2"
"1441132","9"
"1254387","2"
"1113108","2"
"1408704","7"
"1391146","9"
"1389335","1"
"1436719","7"
"1438125","7"
"2074768","5"
"1145217","2"
"2041101","2"
"1115694","1"
"1121662","7"
"1404112","1"
"1242983","1"
"1387150","2"
"1137205","2"
"1376562","9"
"1348455","7"
"1266233","2"
"1398347","9"
"425760","9"
"1387260","2"
"451498","5"
"1381411","1"
"1345558","2"
"1371663","2"
"1428909","9"
"1258641","7"
"1141222","2"
"1283139","9"
"1132768","9"
"1142512","2"
"1108169","2"
"1407967","9"
"1445026","2"
"2049560","1"
"1348779","2"
"1344580","2"
"1360578","7"
"1355520","2"
"2065374","7"
"429146","7"
"1375953","2"
"1442432","7"
"426441","7"
"1271701","2"
"2052915","7"
"1131581","2"
"1441961","1"
"2079022","2"
"1245408","1"
"1413404","9"
"1387984","5"
"2080924","1"
"1435538","7"
"430561","5"
"1398203","1"
"1430083","1"
"456190","1"
"452115","2"
"1427666","7"
"1340851","5"
"458678","5"
"1381414","9"
"1246045","1"
"1279461","2"
"1253385","7"
"429322","5"
"1268655","2"
"467636","9"
"1331342","1"
"1274520","2"
"1111865","5"
"1133860","7"
"1252080","2"
"1257789","1"
"1362975","2"
"1119745","2"
"1362051","2"
"440038","2"
"1255801","1"
"2054677","2"
"1135295","7"
"450873","1"
"1402870","1"
"2071188","9"
"1381408","1"
"1397278","1"
"1343925","7"
"448833","5"
"2055919","1"
"1140096","7"
"420987","2"
"1397106","2"
"1390463","2"
"1244547","7"
"2050255","5"
"1332968","1"
"426862","1"
"1343757","1"
"421433","9"
"1259029","7"
"1121405","9"
"450755","2"
"458647","2"
"420317","2"
"441591","2"
"1340985","9"
"1276531","2"
"1427848","2"
"1448558","7"
"1144684","2"
"1246054","2"
"469866","1"
"1417892","2"
"1139081","2"
"452382","1"
"1283079","7"
"1394170","1"
"1142105","7"
"1435247","7"
"1412487","2"
"461911","1"
"430225","1"
"1395696","7"
"1258030","1"
"1262595","2"
"1390405","7"
"1405753","5"
"2037797","9"
"1406521","7"
"457960","1"
"2045149","7"
"460862","2"
"1399491","2"
"470707","1"
"1137634","9"
"1348199","1"
"1355531","7"
"1421000","7"
"428998","1"
"1422087","2"
"444225","2"
"1429133","5"
"1252360","2"
"1274767","2"
"443854","7"
"461483","2"
"1439107","7"
"1394226","9"
"450946","2"
"442328","2"
"1113049","5"
"1272498","1"
"451128","2"
"1257658","9"
"444830","2"
"1258633","2"
"1332119","2"
"1410763","5"
"1348393","1"
"1139159","2"
"1144856","7"
"1273691","9"
"425213","9"
"1365206","2"
"1397803","2"
"1133442","5"
"1339530","7"
"1434038","2"
"425637","2"
"2072867","2"
"1335811","2"
"437700","2"
"1281762","5"
"465619","2"
"1251780","1"
"1108227","7"
"1268115","9"
"1339488","7"
"1429445","5"
"422773","2"
"447518","1"
"1118747","7"
"1417439","2"
"1127459","2"
"1125245","5"
"1399713","9"
"2045171","2"
"1144823","7"
"1284542","5"
"1112320","2"
"1260505","9"
"1127054","1"
"1132899","2"
"1432054","5"
"451960","1"
"1395514","2"
"1369197","7"
"1379499","1"
"1388096","7"
"1134078","5"
"1430462","1"
"1391452","5"
"1129298","7"
"1445809","7"
"2072161","7"
"461804","5"
"1402596","9"
"1408901","1"
"1357366","2"
"2080165","2"
"1261508","5"
"1354794","2"
"2046052","7"
"1329838","7"
"1428323","2"
"2043975","1"
"1252804","5"
"458351","2"
"1406848","2"
"1126641","7"
"1407150","1"
"2079702","2"
"2058861","7"
"1116231","1"
"1367315","9"
"434897","5"
"461654","2"
"1377273","2"
"2074880","2"
"1244323","5"
"1337484","2"
"1139824","1"
"1332507","2"
"1422203","7"
"1432873","2"
"425597","1"
"1393865","9"
"1277919","9"
"1347023","2"
"1431261","7"
"457572","2"
"1143498","2"
"431267","2"
"1444580","2"
"1336302","1"
"2052626","2"
"1359103","2"
"1398206","2"
"2065016","2"
"1399155","2"
"1253377","9"
"1124769","9"
"1401638","2"
"1427887","1"
"1396023","9"
"1421227","2"
"1427246","2"
"461662","2"
"1427155","1"
"1347407","2"
"2044804","9"
"1270370","7"
"1442563","7"
"1445095","7"
"1427373","1"
"1253482","5"
"1431454","2"
"2052129","1"
"2045088","1"
"1447103","2"
"1111702","2"
"425397","2"
"1331236","7"
"1349773","2"
"1430752","2"
"439557","2"
"1343384","2"
"1128183","7"
"447920","2"
"1365668","2"
"1411683","2"
"1361844","2"
"462524","2"
"1367155","7"
"1116167","2"
"1338156","2"
"433335","2"
"1404823","2"
"2074940","1"
"2077446","2"
"1396262","2"
"423105","2"
"1124859","2"
"1425029","7"
"1359401","7"
"426487","2"
"1419108","7"
"470539","2"
"1124230","2"
"442887","1"
"1363265","7"
"464445","7"
"1278936","9"
"1375068","1"
"441193","7"
"422157","2"
"1260424","7"
"1132569","7"
"445463","1"
"1400755","1"
"1331256","2"
"1142383","2"
"1370133","7"
"452460","2"
"453287","5"
"465955","2"
"1330255","5"
"447490","2"
"469264","1"
"452275","7"
"1268580","2"
"1427938","2"
"1341079","7"
"1268545","1"
"461710","2"
"423832","1"
"2038703","2"
"1331397","7"
"1340137","2"
"441772","5"
"1338161","2"
"1383877","2"
"1266180","5"
"1121953","1"
"1354516","2"
"1419861","2"
"1269944","2"
"1276110","1"
"1111251","7"
"1375952","1"
"1352815","2"
"423289","2"
"1248340","1"
"1417707","1"
"1415479","9"
"2069121","2"
"423330","7"
"465854","9"
"1340460","1"
"1436893","1"
"445575","1"
"430668","2"
"1111372","2"
"1368775","1"
"1413756","2"
"1112787","9"
"2048778","7"
"1385330","2"
"1107829","7"
"1429121","2"
"2072236","2"
"2081138","2"
"467521","9"
"1386695","2"
"1281705","1"
"458306","1"
"443651","7"
"1348074","9"
"444746","7"
"422624","2"
"457382","5"
"1276146","2"
"1330897","2"
"2042215","9"
"1436791","2"
"1376369","2"
"2078049","7"
"1126095","7"
"440082","2"
"1388439","2"
"1397376","5"
"463940","9"
"1438227","5"
"441108","2"
"1332731","2"
"455589","7"
"424840","2"
"1360825","1"
"1137664","2"
"1261019","1"
"1409346","7"
"1353887","5"
"1401839","2"
"1256607","2"
"428272","7"
"1111535","7"
"1345780","2"
"1427483","2"
"451182","2"
"1406644","9"
"1249991","2"
"1131662","2"
"452589","1"
"469020","1"
"1285728","5"
"440759","2"
"1385473","2"
"1413964","7"
"455390","7"
"1241685","1"
"1415312","2"
"420694","2"
"1330048","2"
"1373002","1"
"1411668","7"
"1371143","2"
"1278245","2"
"1108564","1"
"1261497","2"
"453976","2"
"1331079","2"
"1340358","2"
"461689","7"
"1420374","1"
"2063999","5"
"1247453","7"
"1348268","1"
"1282980","2"
"1384444","7"
"1359017","7"
"424212","1"
"2073305","2"
"1345652","2"
"1275400","2"
"1350048","7"
"1416652","9"
"462416","7"
"1387946","2"
"1386211","9"
"1397065","9"
"1439947","1"
"1124298","2"
"1125226","2"
"1401436","7"
"1401786","7"
"447972","2"
"2071685","2"
"420151","9"
"444289","1"
"1361504","2"
"1430200","2"
"1391352","7"
"1336395","7"
"1244014","2"
"1443694","1"
"456005","2"
"1424818","1"
"1371588","7"
"1400085","2"
"1408685","9"
"463686","1"
"1360906","1"
"439367","2"
"2063783","9"
"453012","2"
"1375821","2"
"452501","7"
"1423115","7"
"445843","2"
"450828","5"
"1413360","7"
"1387960","1"
"441016","5"
"2051662","2"
"1447655","1"
"1369663","7"
"2080093","9"
"459030","5"
"1278306","2"
"1377159","2"
"1373761","2"
"1382110","7"
"1408709","1"
"1377432","9"
"433161","1"
"1339642","2"
"1443883","7"
"1405055","9"
"1248027","2"
"422520","7"
"1395449","2"
"1364613","7"
"2041484","2"
"1408384","7"
"1351667","2"
"1426317","1"
"1255083","2"
"1406838","9"
"1389551","5"
"1430109","2"
"1276990","1"
"1445827","2"
"443134","2"
"1275213","1"
"1141094","2"
"2038800","1"
"468870","2"
"2035518","1"
"2063008","5"
"447350","1"
"1378976","9"
"1122184","7"
"2040842","2"
"1266634","7"
"2063889","7"
"1329097","2"
"1410710","7"
"423895","1"
"1424144","7"
"435654","7"
"1439951","9"
"1418134","9"
"1132917","5"
"1336794","2"
"1114332","2"
"1405209","7"
"433721","5"
"1334458","2"
"1334398","1"
"1401358","2"
"1393712","1"
"1351614","2"
"1145445","1"
"1335350","1"
"2047051","9"
"1426222","1"
"1425158","7"
"1144466","7"
"1429910","1"
"1250306","1"
"1115134","7"
"1374932","1"
"1343672","5"
"1384992","7"
"1431805","1"
"1255045","1"
"1333735","2"
"451738","5"
"1278621","2"
"2038594","7"
"1275287","9"
"1262858","2"
"457253","2"
"466949","2"
"426344","1"
"463850","1"
"1251109","2"
"467136","2"
"1123115","1"
"1420296","7"
"1282828","2"
"1256495","7"
"1273481","1"
"2038653","7"
"1365270","2"
"469008","1"
"2066947","2"
"1265093","7"
"1374560","7"
"431238","9"
"1145477","2"
"470669","2"
"1116288","1"
"1279829","2"
"1254069","2"
"2050841","2"
"1415046","2"
"455391","1"
"1397495","2"
"1263275","2"
"1263730","7"
"1389110","5"
"1344628","7"
"1127411","7"
"1247092","2"
"1355442","1"
"453709","7"
"1284172","2"
"455424","2"
"1422020","1"
"454528","5"
"447508","2"
"1435263","5"
"1116836","2"
"439527","7"
"1395993","2"
"1404345","1"
"1329501","1"
"1426623","2"
"1362754","5"
"1108811","5"
"1145733","5"
"1334170","9"
"1434688","7"
"1345678","2"
"1338781","9"
"1431359","2"
"423457","2"
"1262490","1"
"421225","9"
"424803","2"
"431406","2"
"1140813","5"
"1444963","2"
"2054818","5"
"1427142","2"
"1126116","2"
"1357636","2"
"1283759","5"
"1127156","2"
"1106825","9"
"1138792","1"
"1444118","7"
"1247982","7"
"464168","1"
"1342570","2"
"1137276","2"
"1354519","1"
"1369763","7"
"444569","2"
"1389876","7"
"455741","5"
"1262173","1"
"1366957","9"
"1361452","7"
"1366599","9"
"1127165","7"
"2072859","1"
"1404343","1"
"464069","2"
"1362482","5"
"464560","9"
"1422089","2"
"1371350","2"
"1415709","2"
"1384518","2"
"464534","2"
"1404292","1"
"424087","1"
"463609","5"
"1374398","9"
"1133946","2"
"1342676","9"
"1129157","1"
"1419679","2"
"2049931","7"
"1110284","2"
"1108705","2"
"1406700","2"
"2043073","2"
"1285649","5"
"453165","2"
"2053576","7"
"1346297","7"
"459462","5"
"1382335","2"
"454659","1"
"1109580","1"
"1421868","5"
"421803","7"
"1140829","2"
"455008","2"
"2078867","2"
"1132238","1"
"442671","2"
"1329806","2"
"1444944","7"
"1133302","2"
"1122359","2"
"1430713","9"
"1357100","2"
"1378543","2"
"1141228","9"
"439279","9"
"1445753","5"
"1425057","2"
"1433968","7"
"1436876","7"
"1278494","2"
"1108875","7"
"1110877","1"
"2079567","2"
"448402","9"
"1426084","7"
"459555","5"
"426408","2"
"1424993","9"
"1137511","7"
"2049775","2"
"1262064","2"
"1369881","1"
"458703","9"
"1242598","2"
"1262806","2"
"1280836","2"
"1251133","7"
"1387223","2"
"424159","9"
"1348289","2"
"431625","2"
"1328620","2"
"2080537","7"
"1329716","9"
"435208","2"
"1137765","5"
"1267899","1"
"1382684","7"
"447522","2"
"1111068","2"
"2062816","2"
"443686","7"
"1249770","2"
"1128568","5"
"2049077","2"
"1347662","2"
"1372189","9"
"448084","7"
"1357253","2"
"1418768","2"
"1351609","7"
"1255887","2"
"1440738","2"
"1400908","5"
"1443197","2"
"1121552","9"
"1336664","1"
"456072","2"
"1253542","7"
"1143916","7"
"460512","5"
"1417591","5"
"421176","2"
"1264426","9"
"1409228","1"
"2075896","7"
"1383682","5"
"427512","2"
"1135680","1"
"462466","9"
"1282983","2"
"1351001","5"
"1120280","5"
"427355","2"
"1249267","5"
"1280279","1"
"2038530","2"
"1253816","2"
"1243216","2"
"1139351","7"
"1347020","2"
"440467","2"
"458320","1"
"1330380","7"
"1409531","1"
"1371474","7"
"1119097","2"
"432014","2"
"1348485","7"
"1354247","2"
"1443530","7"
"1426327","5"
"1431470","1"
"1271632","7"
"1241713","2"
"2078273","2"
"1375232","2"
"2037676","7"
"1131100","2"
"1107170","9"
"463202","9"
"1369282","2"
"2050031","2"
"1257249","2"
"2059665","1"
"1341265","2"
"1136621","1"
"1431195","7"
"1418835","2"
"429242","1"
"1274591","1"
"1364307","2"
"1264978","2"
"1275455","2"
"438351","7"
