"sid","recommend_mode"
"1379387","3"
"460161","3"
"1114536","3"
"1265829","3"
"459518","3"
"1259590","3"
"1117121","3"
"427102","3"
"1389835","3"
"1341789","3"
"1266261","3"
"1440393","3"
"1380521","3"
"1140402","3"
"1353367","3"
"435201","3"
"436565","3"
"1427617","3"
"463223","3"
"2057011","3"
"427036","3"
"1119327","3"
"1259786","3"
"1281262","3"
"1410092","3"
"441342","3"
"1340181","3"
"1354271","3"
"1366220","3"
"1384520","3"
"2062082","3"
"1355810","3"
"442225","3"
"1397285","3"
"2071991","3"
"2065318","6"
"2069261","3"
"1340214","3"
"1365020","3"
"1386251","3"
"1371557","3"
"1246975","3"
"2055015","3"
"1280523","3"
"1119854","3"
"1247419","3"
"1263726","3"
"1266357","3"
"1442065","3"
"1344362","3"
"1143103","3"
"1444331","3"
"1269354","6"
"1356861","3"
"1410660","3"
"1145789","6"
"1266106","3"
"1341324","6"
"1411699","3"
"1268494","3"
"1122229","3"
"1119196","3"
"1335701","3"
"1334236","3"
"460380","6"
"1446163","3"
"1428810","3"
"1441132","3"
"1254387","3"
"1113108","5"
"1408704","3"
"1391146","3"
"1389335","3"
"1436719","3"
"1438125","3"
"2074768","3"
"1145217","3"
"2041101","3"
"1115694","3"
"1121662","3"
"1404112","3"
"1242983","6"
"1387150","3"
"1137205","3"
"1376562","3"
"1348455","3"
"1266233","3"
"1398347","3"
"425760","3"
"1387260","3"
"451498","6"
"1381411","3"
"1345558","3"
"1371663","3"
"1428909","3"
"1258641","3"
"1141222","3"
"1283139","9"
"1132768","3"
"1142512","3"
"1108169","3"
"1407967","3"
"1445026","3"
"2049560","3"
"1348779","3"
"1344580","3"
"1360578","3"
"1355520","6"
"2065374","3"
"429146","3"
"1375953","3"
"1442432","3"
"426441","3"
"1271701","3"
"2052915","3"
"1131581","3"
"1441961","3"
"2079022","3"
"1245408","3"
"1413404","3"
"1387984","6"
"2080924","3"
"1435538","3"
"430561","6"
"1398203","6"
"1430083","3"
"456190","6"
"452115","3"
"1427666","3"
"1340851","6"
"458678","6"
"1381414","3"
"1246045","3"
"1279461","3"
"1253385","3"
"429322","3"
"1268655","3"
"467636","3"
"1331342","3"
"1274520","3"
"1111865","6"
"1133860","3"
"1252080","3"
"1257789","3"
"1362975","3"
"1119745","3"
"1362051","3"
"440038","6"
"1255801","6"
"2054677","3"
"1135295","7"
"450873","6"
"1402870","3"
"2071188","3"
"1381408","3"
"1397278","3"
"1343925","3"
"448833","6"
"2055919","3"
"1140096","3"
"420987","3"
"1397106","3"
"1390463","3"
"1244547","3"
"2050255","6"
"1332968","3"
"426862","3"
"1343757","6"
"421433","3"
"1259029","3"
"1121405","3"
"450755","3"
"458647","3"
"420317","3"
"441591","3"
"1340985","3"
"1276531","3"
"1427848","3"
"1448558","3"
"1144684","2"
"1246054","3"
"469866","3"
"1417892","6"
"1139081","3"
"452382","6"
"1283079","3"
"1394170","3"
"1142105","3"
"1435247","3"
"1412487","3"
"461911","3"
"430225","3"
"1395696","3"
"1258030","3"
"1262595","3"
"1390405","3"
"1405753","6"
"2037797","3"
"1406521","3"
"457960","3"
"2045149","3"
"460862","3"
"1399491","3"
"470707","3"
"1137634","3"
"1348199","3"
"1355531","3"
"1421000","3"
"428998","3"
"1422087","3"
"444225","3"
"1429133","6"
"1252360","3"
"1274767","3"
"443854","3"
"461483","3"
"1439107","3"
"1394226","3"
"450946","3"
"442328","3"
"1113049","6"
"1272498","3"
"451128","3"
"1257658","3"
"444830","3"
"1258633","3"
"1332119","3"
"1410763","6"
"1348393","3"
"1139159","3"
"1144856","3"
"1273691","3"
"425213","3"
"1365206","3"
"1397803","3"
"1133442","6"
"1339530","3"
"1434038","3"
"425637","3"
"2072867","3"
"1335811","3"
"437700","3"
"1281762","6"
"465619","6"
"1251780","3"
"1108227","3"
"1268115","3"
"1339488","3"
"1429445","6"
"422773","3"
"447518","3"
"1118747","3"
"1417439","3"
"1127459","3"
"1125245","6"
"1399713","6"
"2045171","6"
"1144823","3"
"1284542","5"
"1112320","6"
"1260505","3"
"1127054","3"
"1132899","3"
"1432054","3"
"451960","3"
"1395514","6"
"1369197","6"
"1379499","3"
"1388096","3"
"1134078","6"
"1430462","3"
"1391452","6"
"1129298","3"
"1445809","3"
"2072161","3"
"461804","6"
"1402596","3"
"1408901","3"
"1357366","3"
"2080165","3"
"1261508","3"
"1354794","3"
"2046052","3"
"1329838","3"
"1428323","3"
"2043975","3"
"1252804","6"
"458351","3"
"1406848","5"
"1126641","3"
"1407150","3"
"2079702","2"
"2058861","3"
"1116231","3"
"1367315","3"
"434897","6"
"461654","7"
"1377273","3"
"2074880","3"
"1244323","6"
"1337484","3"
"1139824","3"
"1332507","3"
"1422203","3"
"1432873","3"
"425597","3"
"1393865","3"
"1277919","3"
"1347023","3"
"1431261","3"
"457572","3"
"1143498","6"
"431267","3"
"1444580","3"
"1336302","3"
"2052626","3"
"1359103","3"
"1398206","3"
"2065016","3"
"1399155","3"
"1253377","3"
"1124769","3"
"1401638","3"
"1427887","3"
"1396023","3"
"1421227","6"
"1427246","3"
"461662","3"
"1427155","3"
"1347407","3"
"2044804","3"
"1270370","6"
"1442563","3"
"1445095","3"
"1427373","3"
"1253482","6"
"1431454","3"
"2052129","3"
"2045088","3"
"1447103","3"
"1111702","3"
"425397","3"
"1331236","3"
"1349773","3"
"1430752","3"
"439557","3"
"1343384","3"
"1128183","3"
"447920","3"
"1365668","3"
"1411683","3"
"1361844","3"
"462524","3"
"1367155","3"
"1116167","6"
"1338156","3"
"433335","3"
"1404823","3"
"2074940","3"
"2077446","3"
"1396262","3"
"423105","3"
"1124859","3"
"1425029","3"
"1359401","3"
"426487","3"
"1419108","3"
"470539","3"
"1124230","3"
"442887","3"
"1363265","3"
"464445","3"
"1278936","3"
"1375068","3"
"441193","3"
"422157","3"
"1260424","3"
"1132569","3"
"445463","3"
"1400755","3"
"1331256","3"
"1142383","3"
"1370133","3"
"452460","3"
"453287","6"
"465955","3"
"1330255","3"
"447490","3"
"469264","3"
"452275","3"
"1268580","3"
"1427938","3"
"1341079","3"
"1268545","6"
"461710","3"
"423832","3"
"2038703","3"
"1331397","7"
"1340137","3"
"441772","6"
"1338161","3"
"1383877","3"
"1266180","6"
"1121953","3"
"1354516","3"
"1419861","3"
"1269944","3"
"1276110","6"
"1111251","6"
"1375952","3"
"1352815","3"
"423289","3"
"1248340","3"
"1417707","3"
"1415479","3"
"2069121","3"
"423330","3"
"465854","3"
"1340460","3"
"1436893","6"
"445575","3"
"430668","3"
"1111372","3"
"1368775","3"
"1413756","3"
"1112787","3"
"2048778","6"
"1385330","3"
"1107829","3"
"1429121","3"
"2072236","3"
"2081138","3"
"467521","3"
"1386695","3"
"1281705","3"
"458306","6"
"443651","3"
"1348074","3"
"444746","3"
"422624","3"
"457382","6"
"1276146","3"
"1330897","3"
"2042215","3"
"1436791","3"
"1376369","3"
"2078049","3"
"1126095","3"
"440082","6"
"1388439","3"
"1397376","6"
"463940","3"
"1438227","6"
"441108","3"
"1332731","3"
"455589","3"
"424840","3"
"1360825","3"
"1137664","3"
"1261019","3"
"1409346","3"
"1353887","6"
"1401839","3"
"1256607","3"
"428272","3"
"1111535","3"
"1345780","3"
"1427483","3"
"451182","3"
"1406644","3"
"1249991","3"
"1131662","3"
"452589","6"
"469020","3"
"1285728","3"
"440759","3"
"1385473","3"
"1413964","3"
"455390","3"
"1241685","3"
"1415312","3"
"420694","3"
"1330048","3"
"1373002","3"
"1411668","3"
"1371143","3"
"1278245","3"
"1108564","6"
"1261497","3"
"453976","3"
"1331079","3"
"1340358","3"
"461689","3"
"1420374","3"
"2063999","3"
"1247453","3"
"1348268","3"
"1282980","3"
"1384444","3"
"1359017","3"
"424212","3"
"2073305","3"
"1345652","3"
"1275400","3"
"1350048","3"
"1416652","9"
"462416","7"
"1387946","3"
"1386211","3"
"1397065","3"
"1439947","3"
"1124298","3"
"1125226","3"
"1401436","3"
"1401786","6"
"447972","3"
"2071685","3"
"420151","3"
"444289","3"
"1361504","3"
"1430200","3"
"1391352","3"
"1336395","3"
"1244014","2"
"1443694","3"
"456005","3"
"1424818","1"
"1371588","3"
"1400085","3"
"1408685","3"
"463686","3"
"1360906","3"
"439367","3"
"2063783","3"
"453012","6"
"1375821","3"
"452501","3"
"1423115","3"
"445843","3"
"450828","5"
"1413360","3"
"1387960","3"
"441016","6"
"2051662","3"
"1447655","3"
"1369663","3"
"2080093","3"
"459030","3"
"1278306","3"
"1377159","3"
"1373761","3"
"1382110","3"
"1408709","3"
"1377432","3"
"433161","6"
"1339642","3"
"1443883","3"
"1405055","6"
"1248027","3"
"422520","3"
"1395449","3"
"1364613","3"
"2041484","3"
"1408384","3"
"1351667","3"
"1426317","3"
"1255083","3"
"1406838","3"
"1389551","3"
"1430109","3"
"1276990","3"
"1445827","3"
"443134","3"
"1275213","3"
"1141094","3"
"2038800","6"
"468870","3"
"2035518","6"
"2063008","6"
"447350","6"
"1378976","3"
"1122184","3"
"2040842","3"
"1266634","3"
"2063889","3"
"1329097","3"
"1410710","3"
"423895","3"
"1424144","3"
"435654","3"
"1439951","3"
"1418134","3"
"1132917","6"
"1336794","3"
"1114332","3"
"1405209","3"
"433721","6"
"1334458","3"
"1334398","3"
"1401358","3"
"1393712","3"
"1351614","3"
"1145445","3"
"1335350","3"
"2047051","3"
"1426222","3"
"1425158","3"
"1144466","3"
"1429910","3"
"1250306","6"
"1115134","3"
"1374932","3"
"1343672","3"
"1384992","3"
"1431805","3"
"1255045","3"
"1333735","3"
"451738","6"
"1278621","3"
"2038594","3"
"1275287","9"
"1262858","3"
"457253","3"
"466949","3"
"426344","3"
"463850","3"
"1251109","3"
"467136","3"
"1123115","6"
"1420296","3"
"1282828","3"
"1256495","3"
"1273481","3"
"2038653","3"
"1365270","3"
"469008","3"
"2066947","3"
"1265093","3"
"1374560","3"
"431238","3"
"1145477","3"
"470669","3"
"1116288","3"
"1279829","3"
"1254069","3"
"2050841","6"
"1415046","3"
"455391","6"
"1397495","3"
"1263275","3"
"1263730","3"
"1389110","3"
"1344628","3"
"1127411","3"
"1247092","3"
"1355442","3"
"453709","3"
"1284172","6"
"455424","3"
"1422020","3"
"454528","6"
"447508","3"
"1435263","3"
"1116836","6"
"439527","3"
"1395993","3"
"1404345","3"
"1329501","3"
"1426623","3"
"1362754","6"
"1108811","3"
"1145733","3"
"1334170","3"
"1434688","3"
"1345678","3"
"1338781","3"
"1431359","3"
"423457","3"
"1262490","3"
"421225","3"
"424803","3"
"431406","3"
"1140813","6"
"1444963","3"
"2054818","5"
"1427142","3"
"1126116","3"
"1357636","3"
"1283759","6"
"1127156","3"
"1106825","6"
"1138792","6"
"1444118","3"
"1247982","3"
"464168","3"
"1342570","3"
"1137276","3"
"1354519","3"
"1369763","3"
"444569","3"
"1389876","3"
"455741","6"
"1262173","3"
"1366957","3"
"1361452","3"
"1366599","3"
"1127165","3"
"2072859","3"
"1404343","3"
"464069","3"
"1362482","6"
"464560","3"
"1422089","3"
"1371350","3"
"1415709","3"
"1384518","3"
"464534","3"
"1404292","3"
"424087","3"
"463609","6"
"1374398","3"
"1133946","3"
"1342676","3"
"1129157","3"
"1419679","3"
"2049931","3"
"1110284","6"
"1108705","3"
"1406700","3"
"2043073","3"
"1285649","6"
"453165","6"
"2053576","3"
"1346297","3"
"459462","3"
"1382335","3"
"454659","3"
"1109580","3"
"1421868","6"
"421803","3"
"1140829","3"
"455008","3"
"2078867","3"
"1132238","3"
"442671","3"
"1329806","6"
"1444944","3"
"1133302","3"
"1122359","3"
"1430713","9"
"1357100","3"
"1378543","3"
"1141228","3"
"439279","3"
"1445753","6"
"1425057","3"
"1433968","3"
"1436876","3"
"1278494","3"
"1108875","3"
"1110877","3"
"2079567","3"
"448402","3"
"1426084","3"
"459555","3"
"426408","3"
"1424993","3"
"1137511","3"
"2049775","3"
"1262064","3"
"1369881","3"
"458703","3"
"1242598","3"
"1262806","3"
"1280836","6"
"1251133","3"
"1387223","3"
"424159","3"
"1348289","3"
"431625","3"
"1328620","3"
"2080537","6"
"1329716","3"
"435208","3"
"1137765","6"
"1267899","3"
"1382684","3"
"447522","3"
"1111068","3"
"2062816","3"
"443686","3"
"1249770","3"
"1128568","3"
"2049077","3"
"1347662","3"
"1372189","3"
"448084","3"
"1357253","3"
"1418768","6"
"1351609","3"
"1255887","3"
"1440738","3"
"1400908","6"
"1443197","3"
"1121552","3"
"1336664","3"
"456072","3"
"1253542","3"
"1143916","3"
"460512","6"
"1417591","6"
"421176","3"
"1264426","3"
"1409228","3"
"2075896","6"
"1383682","5"
"427512","3"
"1135680","3"
"462466","3"
"1282983","3"
"1351001","6"
"1120280","6"
"427355","3"
"1249267","3"
"1280279","3"
"2038530","3"
"1253816","3"
"1243216","3"
"1139351","3"
"1347020","6"
"440467","3"
"458320","3"
"1330380","3"
"1409531","3"
"1371474","3"
"1119097","3"
"432014","3"
"1348485","3"
"1354247","3"
"1443530","3"
"1426327","6"
"1431470","6"
"1271632","3"
"1241713","3"
"2078273","3"
"1375232","3"
"2037676","3"
"1131100","3"
"1107170","3"
"463202","3"
"1369282","3"
"2050031","3"
"1257249","3"
"2059665","3"
"1341265","3"
"1136621","6"
"1431195","3"
"1418835","3"
"429242","3"
"1274591","3"
"1364307","3"
"1264978","3"
"1275455","3"
"438351","3"
